Seq,r,c,Ref B,Ref G,Ref R,Target B,Target G,Target B,Perceptibility,Curr Tot Min SLM,Target Tot Min SLM,Hard Decoding Errors,Soft Decoding Errors,Loc Mag,Loc Mag Ratio,Mean Pilot Mag
0,6,12,49.18,149.29888888888888,193.48222222222222,14.429237594432555,43.803764545802444,56.766997859765,8.765825368957016,120,115,0/1044,0/512,-,-,-
0,6,13,46.882222222222225,150.57444444444445,192.12444444444444,13.839109242690869,44.44789702900267,56.71299372830647,8.321336872201433,120,115,0/1044,0/512,-,-,-
0,6,14,46.49444444444445,149.95555555555555,192.4488888888889,14.346488233159718,46.270810179166816,59.38270158767345,0.1679305019093771,120,120,0/1044,0/512,-,-,-
0,7,2,57.464444444444446,149.67555555555555,191.56,16.57489619039657,43.172031324025305,55.25307248557813,8.148430034371085,120,115,0/1044,0/512,-,-,-
0,7,3,57.77777777777778,149.74333333333334,191.40555555555557,16.655804185676008,43.1670398903725,55.177155923951496,7.711941940744335,120,115,0/1044,0/512,-,-,-
0,7,4,57.797777777777775,149.53666666666666,193.3011111111111,16.590500648968856,42.92359085009373,55.48590850093739,8.671368334728825,120,115,0/1044,0/512,-,-,-
0,7,5,57.327777777777776,149.87555555555556,193.83444444444444,16.43908581624341,42.977718918140155,55.583195265616425,8.702833092167097,120,115,0/1044,0/512,-,-,-
0,7,6,55.75333333333333,150.20555555555555,194.9777777777778,15.991636251777088,43.0832107038241,55.92515304439882,8.623978545444452,120,115,0/1044,0/512,-,-,-
0,7,7,54.57555555555555,150.55666666666667,195.25555555555556,15.67527591307316,43.24311986435373,56.08160422257312,8.926780295710694,120,115,0/1044,0/512,-,-,-
0,7,8,52.812222222222225,150.39777777777778,195.03222222222223,15.2505315023241,43.43021276833194,56.31925572934394,8.836608594849412,120,115,0/1044,0/512,-,-,-
0,7,9,52.126666666666665,150.32,195.07888888888888,15.079701374894135,43.48600928521716,56.4342893398887,9.102796796447945,120,115,0/1044,0/512,-,-,-
0,7,10,51.01222222222222,150.64777777777778,195.66,14.764938980055259,43.603378748727586,56.63168227121715,8.732387061281726,120,115,0/1044,0/512,-,-,-
0,7,11,49.62555555555556,150.9088888888889,195.44666666666666,14.41214928882691,43.82664156258857,56.761209148584534,8.471235053735423,120,115,0/1044,0/512,-,-,-
0,7,12,48.57222222222222,151.4611111111111,195.66333333333333,14.11638263877774,44.01863660997341,56.86498075124885,8.6088763651418,120,115,0/1044,0/512,-,-,-
0,8,2,59.10888888888889,150.26555555555555,194.00666666666666,16.851364714372682,42.83923667444353,55.3093986111838,8.883002907843625,120,115,0/1044,0/512,-,-,-
0,8,3,59.71,150.52777777777777,194.70777777777778,16.95697089595035,42.74820209026728,55.29482701378238,8.58965280501344,120,115,0/1044,0/512,-,-,-
0,8,4,59.15,150.84555555555556,194.83555555555554,16.802685893706016,42.85055770856434,55.346756397729635,8.703216357194979,120,115,0/1044,0/512,-,-,-
0,8,5,59.08111111111111,151.62555555555556,195.58444444444444,16.722806854417467,42.91735263713484,55.35984050844769,8.65525606489241,120,115,0/1044,0/512,-,-,-
0,8,6,59.38666666666666,151.65333333333334,197.54,16.7151271884739,42.68474554146883,55.60012727005727,8.852466285950825,120,115,0/1044,0/512,-,-,-
0,8,7,57.17111111111111,152.18,197.9488888888889,16.142101099380746,42.967591455929295,55.89030744468997,8.53627806795676,120,115,0/1044,0/512,-,-,-
0,8,8,54.69111111111111,152.99,197.85444444444445,15.509066200524957,43.38423538695059,56.10669841252445,8.32112054592182,120,115,0/1044,0/512,-,-,-
0,8,9,54.37555555555556,152.86555555555555,197.9011111111111,15.434552475399585,43.391031407352145,56.174416117248256,8.680942305057382,120,115,0/1044,0/512,-,-,-
0,8,10,52.33555555555556,152.92444444444445,197.67111111111112,14.937017080394222,43.6459499556031,56.417032964002665,8.359606517626153,120,115,0/1044,0/512,-,-,-
0,8,11,51.58111111111111,153.18333333333334,198.24555555555557,14.718810396212943,43.71128094422802,56.56990865955905,8.467231419685216,120,115,0/1044,0/512,-,-,-
0,8,12,50.11222222222222,153.79555555555555,198.13444444444445,14.334080444839955,43.991620559476885,56.67429899568315,8.525240753403034,120,115,0/1044,0/512,-,-,-
0,loc0,-,47.18964491172387,125.84546716921245,167.10196389605238,15.954771026535738,42.54822466174937,56.497004311714875,9.213783948114811,120,115,-,-,90.99436450489691,419.38050276886474,0.2169732829831793
0,loc1,-,42.37889307677048,128.26383654036897,171.67446935131917,14.237008010449571,43.089687712423526,57.673304277126896,11.6864243906749,120,115,-,-,90.89296614741957,418.91317169435086,0.2169732829831793
0,loc2,-,57.97758381273557,149.75679428684785,191.7913112477683,16.68834399449059,43.10619267341904,55.205463332090375,8.886140320486543,120,115,-,-,86.9842169541067,400.89828460976963,0.2169732829831793
0,loc3,-,48.29736163459631,152.87542154334457,196.73536996627652,13.958489023384043,44.182742521268985,56.85876845534697,9.245433231999233,120,115,-,-,88.03166551652514,405.72583087729623,0.2169732829831793
