Seq,r,c,Ref B,Ref G,Ref R,Target B,Target G,Target B,Perceptibility,Curr Tot Min SLM,Target Tot Min SLM,Hard Decoding Errors,Soft Decoding Errors,Loc Mag,Loc Mag Ratio,Mean Pilot Mag
0,0,2,50.76,131.22555555555556,169.2,16.621982048110056,42.971411124856445,55.406606827033514,5.183387108141927,120,115,0/1044,0/512,-,-,-
0,0,3,48.96111111111111,131.11111111111111,167.92,16.18003914519162,43.32791601344858,55.4920448413598,5.314307272796672,120,115,0/1044,0/512,-,-,-
0,0,4,48.45111111111111,130.46555555555557,168.00666666666666,16.060833165188594,43.2474193786011,55.6917474562103,5.945182022167669,120,115,0/1044,0/512,-,-,-
0,0,5,48.00222222222222,130.37,168.3088888888889,15.923150637954187,43.24593847051244,55.830910891533364,6.060051970319907,120,115,0/1044,0/512,-,-,-
0,0,6,48.29666666666667,130.59444444444443,169.68777777777777,15.933600237153396,43.08454008497997,55.981859677866645,6.154047134291417,120,115,0/1044,0/512,-,-,-
0,0,7,47.53333333333333,130.18444444444444,171.01333333333332,15.67492305437491,42.93052909277444,56.39454785285065,6.53727130502244,120,115,0/1044,0/512,-,-,-
0,0,8,47.943333333333335,129.88777777777779,170.82555555555555,15.813503255351494,42.84184377499674,56.344652969651776,6.2911368496327,120,115,0/1044,0/512,-,-,-
0,0,9,47.04888888888889,130.01444444444445,171.21777777777777,15.535215805878394,42.92986508344154,56.53491911068007,6.516674492498435,120,115,0/1044,0/512,-,-,-
0,0,10,46.425555555555555,130.58666666666667,172.68,15.267536849864804,42.94481178687291,56.787651363262306,6.178958245446756,120,115,0/1044,0/512,-,-,-
0,0,11,46.21888888888889,131.32111111111112,173.0511111111111,15.160601777315772,43.07561515155357,56.76378307113067,6.023700702727584,120,115,0/1044,0/512,-,-,-
0,0,12,45.846666666666664,131.44555555555556,173.43777777777777,15.03255115520961,43.09936101527924,56.86808782951115,6.237737140499984,120,115,0/1044,0/512,-,-,-
0,1,2,51.87444444444444,134.80444444444444,172.6211111111111,16.603287256084364,43.14642669388008,55.25028605003557,8.044952846867398,120,115,0/1044,0/512,-,-,-
0,1,3,50.964444444444446,133.80444444444444,172.50222222222223,16.404660015425574,43.06956435200159,55.52577563257284,8.602559465844912,120,115,0/1044,0/512,-,-,-
0,1,4,49.91111111111111,134.95888888888888,171.99666666666667,16.08381592876269,43.4903947941964,55.42578927704091,8.56780214714714,120,115,0/1044,0/512,-,-,-
0,1,5,49.285555555555554,133.87333333333333,173.78555555555556,15.878770428015562,43.13117509727626,55.99005447470817,9.178774003430748,120,115,0/1044,0/512,-,-,-
0,1,6,48.76777777777778,133.94333333333333,174.37777777777777,15.705597734768814,43.13627170327961,56.15813056195159,9.091317275831967,120,115,0/1044,0/512,-,-,-
0,1,7,48.91111111111111,133.68777777777777,174.7888888888889,15.73858460620117,43.017963680906824,56.243451712892,9.619331682100553,120,115,0/1044,0/512,-,-,-
0,1,8,47.547777777777775,134.02777777777777,175.83666666666667,15.298845715031817,43.12441904927705,56.576735235691125,9.569586403110458,120,115,0/1044,0/512,-,-,-
0,1,9,47.57,133.97666666666666,175.81222222222223,15.308280191404222,43.11440724077569,56.577312567820094,9.644237589834564,120,115,0/1044,0/512,-,-,-
0,1,10,47.23222222222222,134.61333333333334,176.6677777777778,15.150637509220175,43.17979805493056,56.66956443584929,9.472498827898173,120,115,0/1044,0/512,-,-,-
0,1,11,47.20111111111111,135.05555555555554,177.07777777777778,15.106060278106746,43.22265546488724,56.67128425700601,9.66656933901502,120,115,0/1044,0/512,-,-,-
0,1,12,47.50888888888889,135.44666666666666,176.6588888888889,15.19272183480456,43.31407402372294,56.4932041414725,9.764029454048233,120,115,0/1044,0/512,-,-,-
0,2,0,54.754444444444445,139.4922222222222,175.63444444444445,17.023743364985148,43.369626276311,54.60663035870385,7.1305204947437595,120,115,0/1044,0/512,-,-,-
0,2,1,52.934444444444445,139.69666666666666,176.14333333333335,16.50727484731709,43.56353025185524,54.92919490082767,7.602222844134057,120,115,0/1044,0/512,-,-,-
0,2,2,52.09111111111111,139.11888888888888,176.55333333333334,16.288947904298354,43.502630012659104,55.208422083042535,8.19829438762886,120,115,0/1044,0/512,-,-,-
0,2,3,51.88666666666666,138.78222222222223,176.21333333333334,16.26398420322598,43.501577860288194,55.23443793648582,8.397970297758583,120,115,0/1044,0/512,-,-,-
0,2,4,51.48777777777778,138.03555555555556,177.8022222222222,16.11947318908749,43.21531308890389,55.66521372200864,9.067785873391898,120,115,0/1044,0/512,-,-,-
0,2,5,50.58777777777778,138.3322222222222,177.36,15.882915923458679,43.43181597563491,55.68526810090642,9.042178274688263,120,115,0/1044,0/512,-,-,-
0,2,6,50.388888888888886,138.5311111111111,178.9711111111111,15.751188455521259,43.30378554040749,55.94502600407125,9.10050444278463,120,115,0/1044,0/512,-,-,-
